"PMNUM","TIMES_SCHEDULED","TIMES_ONTIME","TIMES_LATE","TIMES_NOT_COMPLETED","AVG_PLANNED_HRS","AVG_ACTUAL_HRS"
PM111257,6,6,0,0,5.016666666666667,5.0
PM111258,6,6,0,0,5.016666666666667,6.583333333333333
PM111259,6,6,0,0,5.016666666666667,6.583333333333333
PM111260,6,6,0,0,5.016666666666667,5.083333333333333
PM111261,6,6,0,0,5.016666666666667,4.875
PM111262,6,6,0,0,5.016666666666667,4.833333333333333
PM111263,6,6,0,0,5.016666666666667,5.0
PM111264,6,6,0,0,5.016666666666667,4.833333333333333
PM111265,6,5,1,0,5.016666666666667,4.833333333333333
PM111266,6,5,1,0,5.016666666666667,2.2777777777777777
PM111267,6,5,1,0,5.016666666666667,2.2777777777777777
PM111268,6,5,1,0,5.016666666666667,4.833333333333333
PM111269,6,5,1,0,5.016666666666667,4.166666666666667
PM111270,6,6,0,0,4.016666666666667,4.0
PM111271,6,6,0,0,4.016666666666667,3.5
PM111272,6,6,0,0,4.016666666666667,4.0
PM111273,6,6,0,0,4.016666666666667,4.0
PM111274,6,6,0,0,4.016666666666667,3.9166666666666665
PM111275,6,5,1,0,4.016666666666667,3.7916666666666665
PM111276,6,6,0,0,4.016666666666667,6.583333333333333
PM111277,6,5,1,0,4.016666666666667,1.9444444444444444
PM111278,6,5,1,0,4.016666666666667,4.0
PM111279,6,6,0,0,4.016666666666667,4.166666666666667
PM111280,6,6,0,0,4.016666666666667,4.583333333333333
PM111281,6,6,0,0,4.016666666666667,4.0
PM111282,6,6,0,0,4.016666666666667,4.166666666666667
PM111283,6,6,0,0,4.016666666666667,3.8333333333333335
PM111284,6,6,0,0,4.016666666666667,4.083333333333333
PM111285,6,4,2,0,4.016666666666667,2.9722222222222228
PM111286,6,5,1,0,4.016666666666667,5.166666666666667
PM111287,6,5,1,0,4.016666666666667,3.930555555555556
PM111288,6,6,0,0,4.016666666666667,4.0
PM111289,12,11,1,0,4.016666666666667,4.166666666666667
PM111290,12,12,0,0,4.016666666666667,4.0625
PM111291,12,12,0,0,4.016666666666667,4.0625
PM111292,11,9,2,0,4.016666666666667,3.1136363636363638
PM111293,12,12,0,0,4.016666666666667,4.0
PM111294,12,11,1,0,2.016666666666666,2.0
PM111295,12,12,0,0,2.349999999999999,1.75
PM111296,12,12,0,0,3.016666666666666,3.0
PM111297,12,12,0,0,4.016666666666667,4.0
PM111298,6,6,0,0,0.75,0.8055555555555555
PM111299,6,6,0,0,0.75,0.7083333333333334
PM111300,6,6,0,0,1.0166666666666666,1.2916666666666667
PM111301,6,6,0,0,1.0166666666666666,1.0
PM111302,6,4,2,0,0.75,1.1111111111111112
PM111303,6,5,1,0,0.75,1.0
PM111304,6,6,0,0,0.75,0.75
PM111305,1,1,0,0,1.0166666666666666,1.0
PM111306,1,1,0,0,1.0166666666666666,2.0
PM111307,1,1,0,0,1.0166666666666666,3.0
PM111308,1,1,0,0,1.0166666666666666,2.0
PM111309,1,0,1,0,1.0166666666666666,1.0
PM111310,1,1,0,0,1.0166666666666666,2.0
PM111311,2,2,0,0,2.0166666666666666,2.0
PM111313,4,4,0,0,1.5,1.875
PM111314,6,6,0,0,1.0166666666666666,1.0
PM111317,1,1,0,0,2.5,0.9166666666666666
PM111342,2,2,0,0,0.7666666666666667,0.75
PM111343,2,2,0,0,0.7666666666666667,0.75
PM111344,6,6,0,0,1.5166666666666666,1.9166666666666667
PM111345,1,1,0,0,2.0166666666666666,3.0
PM111349,3,3,0,0,1.0166666666666666,1.0
PM111350,3,3,0,0,0.7666666666666667,0.6666666666666666
PM111351,3,3,0,0,1.0166666666666666,1.0
PM111352,3,3,0,0,0.7666666666666667,0.75
PM111353,3,2,1,0,0.7666666666666667,0.5
PM111354,4,4,0,0,2.5041666666666664,1.75
PM111357,4,4,0,0,2.0166666666666666,2.0
PM111358,4,4,0,0,2.0166666666666666,2.5
PM111361,4,4,0,0,0.95,0.9375
PM111362,2,2,0,0,1.0166666666666666,1.0
PM111363,2,2,0,0,0.7666666666666667,0.75
PM111366,5,4,1,0,1.0166666666666666,0.9666666666666666
PM111377,6,5,1,0,8.0,8.0
PM111378,6,6,0,0,8.0,8.0
PM111379,6,5,1,0,8.0,8.0
PM111380,6,5,1,0,8.0,8.0
PM111381,5,5,0,0,8.0,8.0
PM111382,6,6,0,0,8.0,8.0
PM111383,6,5,1,0,8.0,8.0
PM111384,6,5,1,0,8.0,8.0
PM111385,6,5,1,0,8.0,8.0
PM111386,6,6,0,0,8.0,8.0
PM111387,6,5,1,0,8.0,8.0
PM111388,5,5,0,0,8.0,8.0
PM111389,6,6,0,0,8.0,8.0
PM111390,6,6,0,0,8.0,8.0
PM111391,6,6,0,0,8.0,8.0
PM111392,6,6,0,0,8.0,8.0
PM111393,6,6,0,0,8.0,8.0
PM111394,6,5,1,0,8.0,8.0
PM111395,6,6,0,0,8.0,8.0
PM111396,6,6,0,0,8.0,8.0
PM111397,6,5,1,0,8.0,8.0
PM111398,6,6,0,0,8.0,8.0
PM111399,6,6,0,0,8.0,8.0
PM111400,6,6,0,0,8.0,8.0
PM111401,6,5,1,0,8.0,8.0
PM111402,6,6,0,0,8.0,8.0
PM111403,6,5,1,0,8.0,8.0
PM111404,6,5,1,0,8.0,8.0
PM111405,6,6,0,0,8.0,8.0
PM111406,6,6,0,0,8.0,8.0
PM111407,6,6,0,0,8.0,8.0
PM111408,6,5,1,0,8.0,8.0
PM111409,6,6,0,0,8.0,8.0
PM111410,2,2,0,0,16.0,16.0
PM111411,2,2,0,0,16.0,16.0
PM111412,2,2,0,0,16.0,16.0
PM111413,2,2,0,0,16.0,16.0
PM111414,2,2,0,0,16.0,16.0
PM111415,2,2,0,0,16.0,16.0
PM111416,2,2,0,0,16.0,16.0
PM111417,2,2,0,0,16.0,16.0
PM111418,2,2,0,0,16.0,16.0
PM111419,12,7,5,0,30.0,27.5
PM111420,12,12,0,0,112.0,74.00833333333334
PM111422,52,48,4,0,1.75,1.75
PM111423,52,49,3,0,1.75,1.75
PM111424,52,49,3,0,1.75,1.75
PM111425,52,49,3,0,1.75,1.75
PM111426,12,12,0,0,8.0,8.0
PM111427,12,12,0,0,8.0,8.0
PM111428,2,2,0,0,1.0166666666666666,1.0
PM111429,2,2,0,0,0.7666666666666667,1.375
PM111430,2,2,0,0,0.7666666666666667,0.875
PM111431,2,2,0,0,0.7666666666666667,0.875
PM111432,2,2,0,0,0.7666666666666667,0.4083333333333333
PM111433,1,1,0,0,0.7666666666666667,0.75
PM111434,2,2,0,0,0.7666666666666667,1.1416666666666666
PM111435,1,1,0,0,0.7666666666666667,0.75
PM111436,2,2,0,0,0.7666666666666667,0.75
PM111437,2,2,0,0,0.7666666666666667,0.75
PM111438,2,2,0,0,0.7666666666666667,0.75
PM111439,2,2,0,0,0.7666666666666667,0.5916666666666667
PM111440,2,2,0,0,0.7666666666666667,0.75
PM111441,2,2,0,0,0.7666666666666667,0.75
PM111442,2,2,0,0,0.7666666666666667,0.75
PM111443,2,2,0,0,0.7666666666666667,0.75
PM111444,2,2,0,0,0.7666666666666667,0.875
PM111445,2,2,0,0,0.7666666666666667,0.875
PM111446,2,2,0,0,0.7666666666666667,0.75
PM111447,2,2,0,0,0.7666666666666667,1.0
PM111448,2,2,0,0,0.7666666666666667,0.75
PM111449,2,2,0,0,0.7666666666666667,0.75
PM111450,2,2,0,0,0.7666666666666667,0.75
PM111451,2,2,0,0,0.7666666666666667,0.75
PM111452,2,2,0,0,0.7666666666666667,0.75
PM111453,2,2,0,0,0.7666666666666667,0.75
PM111454,12,12,0,0,0.5166666666666667,0.5
PM111455,11,11,0,0,0.5166666666666667,0.5
PM111456,12,12,0,0,0.5166666666666667,0.4236111111111111
PM111461,1,1,0,0,2.0166666666666666,2.0
PM111469,1,1,0,0,2.0166666666666666,2.0
PM111472,1,1,0,0,3.0166666666666666,3.0
PM111474,1,1,0,0,3.0166666666666666,4.0
PM111479,1,1,0,0,3.0166666666666666,0.9166666666666666
PM111481,1,0,1,0,3.0166666666666666,3.0
PM111484,1,1,0,0,2.0166666666666666,4.0
PM111485,1,1,0,0,2.0166666666666666,2.0
PM111486,1,1,0,0,2.0166666666666666,2.0
PM111487,1,1,0,0,2.0166666666666666,2.0
PM111488,1,1,0,0,2.0166666666666666,2.0
PM111489,1,1,0,0,2.0166666666666666,2.0
PM111490,1,1,0,0,2.0166666666666666,2.0
PM111491,1,1,0,0,2.0166666666666666,2.0
PM111492,1,1,0,0,2.0166666666666666,2.0
PM111493,1,0,1,0,2.0166666666666666,3.0
PM111494,1,1,0,0,2.0166666666666666,2.0
PM111495,1,1,0,0,2.0166666666666666,2.0
PM111496,1,1,0,0,2.0166666666666666,2.0
PM111497,1,1,0,0,2.0166666666666666,2.0
PM111498,1,0,1,0,2.0166666666666666,8.0
PM111499,1,1,0,0,2.0166666666666666,2.0
PM111500,1,1,0,0,2.0166666666666666,2.0
PM111501,1,1,0,0,2.0166666666666666,3.5
PM111502,1,1,0,0,2.0166666666666666,2.0
PM111503,1,0,1,0,2.0166666666666666,3.0
PM111504,1,1,0,0,2.0166666666666666,4.0
PM111505,1,1,0,0,2.0166666666666666,2.0
PM111506,1,1,0,0,2.0166666666666666,2.0
PM111507,1,1,0,0,2.0166666666666666,2.0
PM111508,1,1,0,0,2.0166666666666666,2.0
PM111509,1,0,1,0,2.0166666666666666,8.0
PM11151,1,1,0,0,0.5166666666666667,0.5
PM111510,1,1,0,0,2.0166666666666666,2.0
PM111511,1,1,0,0,2.0166666666666666,2.0
PM111512,1,1,0,0,2.0166666666666666,4.0
PM111513,1,1,0,0,2.0166666666666666,4.0
PM111514,1,1,0,0,2.0166666666666666,2.0
PM111515,1,1,0,0,2.0166666666666666,2.0
PM111517,1,1,0,0,2.0166666666666666,4.0
PM111518,1,1,0,0,2.0166666666666666,4.0
PM111519,1,1,0,0,2.0166666666666666,2.0
PM111530,1,1,0,0,0.5166666666666667,0.5
PM111531,1,1,0,0,0.5166666666666667,0.5
PM111532,1,1,0,0,0.5166666666666667,0.5
PM111533,1,1,0,0,0.5166666666666667,0.5
PM111534,1,1,0,0,0.5166666666666667,0.5
PM111535,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111536,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111537,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111538,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111539,1,1,0,0,0.5166666666666667,0.5
PM111540,1,1,0,0,0.5166666666666667,0.25
PM111541,1,1,0,0,0.5166666666666667,0.5
PM111542,1,1,0,0,0.5166666666666667,0.5
PM111543,1,1,0,0,0.5166666666666667,0.5
PM111544,1,1,0,0,0.5166666666666667,0.5
PM111545,1,1,0,0,0.5166666666666667,0.5
PM111546,1,1,0,0,0.5166666666666667,0.5
PM111547,1,1,0,0,0.5166666666666667,0.5
PM111548,1,1,0,0,0.5166666666666667,0.5
PM111549,1,1,0,0,0.5166666666666667,0.5
PM111550,1,1,0,0,0.5166666666666667,0.5
PM111551,1,1,0,0,0.5166666666666667,0.5
PM111553,1,1,0,0,0.5166666666666667,0.5
PM111554,1,1,0,0,0.5166666666666667,0.5
PM111555,1,1,0,0,0.5166666666666667,0.5
PM111556,1,1,0,0,0.5166666666666667,0.5
PM111557,1,1,0,0,0.5166666666666667,0.5
PM111558,1,1,0,0,0.5166666666666667,0.5
PM111559,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111560,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111561,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111562,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111563,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111564,1,1,0,0,0.5166666666666667,0.5
PM111565,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111566,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111567,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111568,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111569,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111570,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111571,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111572,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111573,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111574,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111575,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111576,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111577,1,1,0,0,0.5166666666666667,0.5
PM111578,1,1,0,0,0.5166666666666667,0.5
PM111579,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111580,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111581,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111582,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111583,1,1,0,0,0.5166666666666667,0.5
PM111584,1,1,0,0,0.5166666666666667,0.5
PM111585,1,1,0,0,0.5166666666666667,0.5
PM111586,1,1,0,0,0.5166666666666667,0.5
PM111587,1,1,0,0,0.5166666666666667,0.5
PM111588,1,1,0,0,0.5166666666666667,0.5
PM111589,1,1,0,0,0.5166666666666667,0.5
PM111590,1,1,0,0,0.5166666666666667,0.5
PM111591,1,1,0,0,0.5166666666666667,0.5
PM111592,1,1,0,0,0.5166666666666667,0.5
PM111593,1,1,0,0,0.5166666666666667,0.5
PM111594,1,1,0,0,0.5166666666666667,0.5
PM111595,1,1,0,0,0.5166666666666667,0.5
PM111596,1,1,0,0,0.5166666666666667,0.5
PM111597,1,1,0,0,0.5166666666666667,0.5
PM111598,1,1,0,0,0.5166666666666667,0.5
PM111599,1,1,0,0,0.5166666666666667,0.5
PM111600,1,1,0,0,0.5166666666666667,0.5
PM111601,1,1,0,0,0.5166666666666667,0.5
PM111602,1,1,0,0,0.5166666666666667,0.5
PM111603,1,1,0,0,0.5166666666666667,0.5
PM111604,1,1,0,0,0.5166666666666667,0.5
PM111605,1,1,0,0,0.5166666666666667,0.5
PM111606,1,1,0,0,0.5166666666666667,0.5
PM111607,1,1,0,0,0.5166666666666667,0.5
PM111608,1,1,0,0,0.5166666666666667,0.5
PM111609,1,1,0,0,0.5166666666666667,0.5
PM11161,1,1,0,0,0.5166666666666667,0.5
PM111610,1,1,0,0,0.5166666666666667,0.5
PM111611,1,1,0,0,0.5166666666666667,0.5
PM111612,1,1,0,0,0.5166666666666667,0.5
PM111613,1,1,0,0,0.5166666666666667,0.5
PM111614,1,1,0,0,0.5166666666666667,0.5
PM111615,1,1,0,0,0.5166666666666667,0.5
PM111616,1,1,0,0,0.5166666666666667,0.5
PM111617,1,1,0,0,0.5166666666666667,0.5
PM111618,1,1,0,0,0.5166666666666667,0.5
PM111619,1,1,0,0,0.5166666666666667,0.5
PM111620,1,1,0,0,0.5166666666666667,0.75
PM111621,1,1,0,0,0.5166666666666667,0.5
PM111622,1,1,0,0,0.5166666666666667,0.5
PM111623,1,1,0,0,0.5166666666666667,0.5
PM111624,1,1,0,0,0.5166666666666667,0.5
PM111625,1,1,0,0,0.5166666666666667,0.5
PM111626,1,1,0,0,0.5166666666666667,0.5
PM111627,1,1,0,0,0.5166666666666667,0.5
PM111628,1,1,0,0,0.5166666666666667,0.5
PM111629,1,1,0,0,0.5166666666666667,0.5
PM111630,1,1,0,0,0.5166666666666667,0.5
PM111631,1,1,0,0,0.5166666666666667,0.5
PM111632,1,1,0,0,0.5166666666666667,0.5
PM111633,1,1,0,0,0.5166666666666667,0.5
PM111634,1,1,0,0,0.5166666666666667,0.5
PM111635,1,1,0,0,0.5166666666666667,0.5
PM111636,1,1,0,0,0.5166666666666667,0.5
PM111637,1,1,0,0,0.5166666666666667,0.75
PM111638,1,1,0,0,0.5166666666666667,0.5
PM111639,1,1,0,0,0.5166666666666667,0.5
PM111640,1,1,0,0,0.5166666666666667,0.5
PM111641,1,1,0,0,0.5166666666666667,0.5
PM111642,1,1,0,0,0.5166666666666667,0.5
PM111643,1,1,0,0,0.5166666666666667,0.5
PM111644,1,1,0,0,0.5166666666666667,0.5
PM111645,1,1,0,0,0.5166666666666667,0.5
PM111646,1,1,0,0,0.5166666666666667,0.5
PM111647,1,1,0,0,0.5166666666666667,0.5
PM111648,1,1,0,0,0.5166666666666667,0.75
PM111649,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111650,1,1,0,0,0.5166666666666667,0.5
PM111651,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111653,1,1,0,0,0.5166666666666667,0.5
PM111654,1,1,0,0,0.5166666666666667,0.5
PM111655,1,0,1,0,0.5166666666666667,0.9166666666666666
PM111656,1,1,0,0,0.5166666666666667,0.5
PM111657,1,1,0,0,0.5166666666666667,0.75
PM111658,1,1,0,0,0.5166666666666667,0.5
PM111659,1,1,0,0,0.5166666666666667,0.75
PM111660,1,1,0,0,0.5166666666666667,0.5
PM111661,1,1,0,0,0.5166666666666667,0.75
PM111662,1,1,0,0,0.5166666666666667,0.5
PM111663,1,1,0,0,0.5166666666666667,0.75
PM111664,1,1,0,0,0.5166666666666667,0.5
PM111665,1,1,0,0,0.5166666666666667,0.75
PM111666,1,0,1,0,0.5166666666666667,0.9166666666666666
PM111667,1,1,0,0,0.5166666666666667,0.5
PM111668,1,1,0,0,0.5166666666666667,0.5
PM111669,1,1,0,0,0.5166666666666667,0.75
PM111670,1,1,0,0,0.5166666666666667,0.5
PM111671,1,1,0,0,0.5166666666666667,0.75
PM111672,1,1,0,0,0.5166666666666667,0.5
PM111673,1,1,0,0,0.5166666666666667,0.5
PM111674,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111675,1,1,0,0,0.5166666666666667,0.5
PM111676,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111677,1,1,0,0,0.5166666666666667,0.5
PM111678,1,1,0,0,0.5166666666666667,0.75
PM111679,1,1,0,0,0.5166666666666667,0.5
PM111680,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111681,1,1,0,0,0.5166666666666667,0.5
PM111682,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111683,1,1,0,0,0.5166666666666667,0.5
PM111684,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111685,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111686,1,1,0,0,0.5166666666666667,0.5
PM111687,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111688,1,1,0,0,0.5166666666666667,0.5
PM111689,1,1,0,0,0.5166666666666667,0.5
PM111690,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111692,1,1,0,0,0.5166666666666667,0.5
PM111693,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111694,1,1,0,0,0.5166666666666667,0.5
PM111695,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111696,1,1,0,0,0.5166666666666667,0.5
PM111697,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111698,1,1,0,0,0.5166666666666667,0.5
PM111699,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111700,1,1,0,0,0.5166666666666667,0.5
PM111701,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111703,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111704,1,1,0,0,0.5166666666666667,0.5
PM111705,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111706,1,1,0,0,0.5166666666666667,0.5
PM111707,1,1,0,0,0.5166666666666667,0.9166666666666666
PM111708,1,1,0,0,0.5166666666666667,0.5
PM111713,1,1,0,0,0.5,1.0
PM111714,1,1,0,0,0.5166666666666667,0.5
PM111733,1,1,0,0,0.5,0.5
PM111739,1,1,0,0,0.5166666666666667,0.5
PM111740,1,1,0,0,0.5,0.5
PM111741,1,1,0,0,0.5,0.5
PM111742,1,1,0,0,0.5,0.5
PM111743,1,1,0,0,0.5,0.5
PM111745,1,1,0,0,0.5166666666666667,0.5
PM111746,1,1,0,0,0.5166666666666667,0.5
PM111747,1,1,0,0,0.5166666666666667,0.5
PM111748,1,1,0,0,0.5166666666666667,0.5
PM111749,1,1,0,0,0.5166666666666667,0.5
PM111750,1,1,0,0,0.5166666666666667,0.5
PM111753,1,1,0,0,0.5166666666666667,0.5
PM111754,1,1,0,0,0.5166666666666667,0.5
PM111755,1,1,0,0,0.5166666666666667,0.5
PM111756,1,1,0,0,0.5166666666666667,0.5
PM111757,1,1,0,0,0.5166666666666667,0.5
PM111758,1,1,0,0,0.5166666666666667,0.5
PM111759,1,1,0,0,0.5166666666666667,0.5
PM111763,1,1,0,0,0.5166666666666667,0.5
PM111764,1,1,0,0,0.5166666666666667,0.5
PM111765,1,1,0,0,0.5166666666666667,0.5
PM111766,1,1,0,0,0.5166666666666667,0.5
PM111767,1,1,0,0,0.5166666666666667,0.5
PM111768,1,1,0,0,0.5166666666666667,0.5
PM111769,1,1,0,0,0.5166666666666667,0.5
PM111770,1,1,0,0,0.5,0.5
PM111771,1,1,0,0,0.5,0.5
PM111772,1,1,0,0,0.5,0.5
PM111773,1,1,0,0,0.5,0.5
PM111774,1,1,0,0,0.5166666666666667,0.5
PM111775,1,1,0,0,0.5166666666666667,0.5
PM111776,1,1,0,0,0.5166666666666667,0.5
PM111777,1,1,0,0,0.5166666666666667,0.5
PM111778,1,1,0,0,0.5166666666666667,0.5
PM111779,1,1,0,0,0.5166666666666667,0.5
PM111780,1,1,0,0,0.5,0.5
PM111781,1,0,1,0,0.5166666666666667,0.5
PM111783,1,1,0,0,0.5166666666666667,0.5
PM111784,1,1,0,0,0.5166666666666667,0.5
PM111785,1,1,0,0,0.5166666666666667,0.5
PM111786,1,1,0,0,0.5166666666666667,0.5
PM111787,1,1,0,0,0.5166666666666667,0.5
PM111788,1,1,0,0,0.5166666666666667,0.5
PM111793,1,1,0,0,0.5166666666666667,0.5
PM111794,1,1,0,0,0.5166666666666667,0.5
PM111795,1,1,0,0,0.5166666666666667,0.5
PM111796,1,1,0,0,0.5166666666666667,0.5
PM111797,1,1,0,0,0.5166666666666667,0.5
PM111798,1,1,0,0,0.5166666666666667,0.5
PM111799,1,1,0,0,0.5166666666666667,0.5
PM111800,1,0,1,0,0.5166666666666667,0.5
PM111801,1,1,0,0,0.5166666666666667,0.5
PM111802,1,0,1,0,0.5166666666666667,0.5
PM111803,1,1,0,0,0.5166666666666667,0.5
PM111804,1,0,1,0,0.5166666666666667,0.5
PM111805,1,1,0,0,0.5166666666666667,0.38333333333333336
PM111806,1,0,1,0,0.5166666666666667,0.5
PM111807,1,1,0,0,0.5166666666666667,0.3333333333333333
PM111808,1,0,1,0,0.5166666666666667,0.5
PM111809,1,1,0,0,0.5166666666666667,0.3333333333333333
PM11181,1,1,0,0,0.5166666666666667,0.5
PM111810,1,1,0,0,0.5166666666666667,0.5
PM111811,1,1,0,0,0.5166666666666667,0.25
PM111812,1,1,0,0,0.5166666666666667,0.5
PM111813,1,1,0,0,0.5166666666666667,0.2833333333333333
PM111814,1,0,1,0,0.5166666666666667,0.5
PM111815,1,1,0,0,0.5166666666666667,0.2833333333333333
PM111816,1,0,1,0,0.5166666666666667,0.5
PM111817,1,1,0,0,0.5166666666666667,0.16666666666666666
PM111818,1,1,0,0,0.5166666666666667,0.5
PM111819,1,1,0,0,0.5166666666666667,0.2833333333333333
PM111820,1,1,0,0,0.5166666666666667,0.5
PM111821,1,1,0,0,0.5166666666666667,0.25
PM111822,1,1,0,0,0.5166666666666667,0.5
PM111823,1,1,0,0,0.5166666666666667,0.4
PM111824,1,1,0,0,0.5166666666666667,0.5
PM111825,1,1,0,0,0.5166666666666667,0.25
PM111826,1,1,0,0,0.5166666666666667,0.5
PM111827,1,1,0,0,0.5166666666666667,0.26666666666666666
PM111828,1,1,0,0,0.5166666666666667,0.5
PM111829,1,1,0,0,0.5166666666666667,0.5
PM111830,1,0,1,0,0.5166666666666667,0.5
PM111831,1,0,1,0,0.5166666666666667,0.5
PM111832,1,1,0,0,0.5166666666666667,0.5
PM111833,1,0,1,0,0.5166666666666667,0.5
PM111834,1,1,0,0,0.5166666666666667,0.5
PM111835,1,1,0,0,0.5166666666666667,0.5
PM111836,1,1,0,0,0.5166666666666667,0.5
PM111837,1,1,0,0,0.5166666666666667,0.5
PM111838,1,0,1,0,0.5166666666666667,0.5
PM111839,1,1,0,0,0.5166666666666667,0.5
PM111840,1,0,1,0,0.5166666666666667,0.5
PM111841,1,1,0,0,0.5166666666666667,0.5
PM111842,1,1,0,0,0.5166666666666667,0.5
PM111843,1,1,0,0,0.5166666666666667,0.5
PM111844,1,1,0,0,0.5166666666666667,0.5
PM111845,1,1,0,0,0.5166666666666667,0.5
PM111846,1,1,0,0,0.5166666666666667,0.5
PM111847,1,1,0,0,0.5166666666666667,0.5
PM111848,1,1,0,0,0.5166666666666667,0.5
PM111849,1,1,0,0,0.5166666666666667,0.5
PM111850,1,1,0,0,0.5166666666666667,0.5
PM111851,1,1,0,0,0.5166666666666667,0.5
PM111853,1,1,0,0,0.5166666666666667,0.5
PM111854,1,1,0,0,0.5166666666666667,0.5
PM111855,1,1,0,0,0.5166666666666667,0.5
PM111856,1,1,0,0,0.5166666666666667,0.5
PM111857,1,1,0,0,0.5166666666666667,0.5
PM111858,1,1,0,0,0.5166666666666667,0.5
PM111859,1,1,0,0,1.0,1.0
PM111861,1,1,0,0,1.0,1.0
PM111863,1,1,0,0,1.0,1.0
PM111864,1,1,0,0,1.0,1.0
PM111865,1,1,0,0,1.0,1.0
PM111866,1,1,0,0,1.0,1.0
PM111869,1,1,0,0,1.0,1.0
PM111870,1,1,0,0,1.0,1.0
PM111871,1,1,0,0,1.0,1.0
PM111872,1,1,0,0,1.0,1.0
PM111873,1,1,0,0,1.0,1.0
PM111874,1,1,0,0,1.0,1.0
PM111875,11,11,0,0,1.0166666666666664,1.3181818181818181
PM111876,11,11,0,0,1.0166666666666664,1.3181818181818181
PM111877,11,11,0,0,0.5,0.9090909090909091
PM111878,12,12,0,0,0.7666666666666667,0.9791666666666666
PM111879,11,11,0,0,0.7666666666666667,0.9636363636363637
PM111880,11,11,0,0,0.6212121212121212,0.7575757575757575
PM111881,12,12,0,0,0.611111111111111,0.6041666666666666
PM111882,12,12,0,0,0.611111111111111,0.6041666666666666
PM111883,12,12,0,0,0.7152777777777777,0.7083333333333334
PM111886,4,3,1,0,0.5166666666666667,0.5
PM111887,4,2,2,0,0.7666666666666667,0.75
PM111888,4,4,0,0,0.7666666666666667,0.75
PM111889,4,4,0,0,0.5166666666666667,0.5
PM111890,11,11,0,0,0.5,0.5
PM111891,12,12,0,0,0.5,0.5
PM111892,12,12,0,0,0.5,0.5
PM111893,12,12,0,0,0.5,0.5
PM111894,12,12,0,0,0.5,0.5
PM111895,12,12,0,0,0.5,0.5
PM111896,1,1,0,0,2.0166666666666666,2.0
PM111897,1,1,0,0,2.0166666666666666,2.0
PM111898,6,6,0,0,0.7944444444444444,0.7916666666666666
PM111899,6,6,0,0,0.75,0.75
PM111900,6,6,0,0,0.75,0.6666666666666666
PM111901,12,10,2,0,4.016666666666667,3.402777777777778
PM111911,1,1,0,0,3.0166666666666666,0.1
PM111914,1,1,0,0,3.0166666666666666,13.0
PM111915,1,1,0,0,3.0166666666666666,0.1
PM111918,2,2,0,0,1.0166666666666666,1.0
PM111919,2,2,0,0,1.0166666666666666,1.0
PM111920,5,5,0,0,2.0166666666666666,1.35
PM111926,1,1,0,0,2.0166666666666666,2.0
PM111927,1,1,0,0,2.0166666666666666,4.0
PM111928,1,1,0,0,2.0166666666666666,4.0
PM111929,1,1,0,0,2.0166666666666666,4.0
PM111930,1,1,0,0,2.0166666666666666,2.0
PM111931,1,1,0,0,2.0166666666666666,2.0
PM111932,1,1,0,0,2.0166666666666666,4.0
PM111933,1,1,0,0,2.0166666666666666,4.0
