"PMNUM","TIMES_SCHEDULED","TIMES_ONTIME","TIMES_LATE","TIMES_NOT_COMPLETED","AVG_PLANNED_HRS","AVG_ACTUAL_HRS"
PM100048,2,2,0,0,0.0,1.0
PM100049,2,2,0,0,2.0,1.25
PM100050,2,2,0,0,1.375,1.375
PM100051,2,2,0,0,0.0,1.0
PM100052,2,2,0,0,0.0,1.0
PM100053,2,2,0,0,0.0,1.0
PM100054,2,2,0,0,0.0,1.0
PM100055,2,2,0,0,0.0,1.0
PM100056,2,2,0,0,1.375,1.375
PM100057,2,2,0,0,1.375,1.375
PM100058,2,2,0,0,1.375,1.375
PM100059,2,2,0,0,1.375,1.375
PM100060,2,2,0,0,1.375,1.375
PM100064,1,1,0,0,4.5,4.5
PM100065,1,1,0,0,4.5,4.5
PM100068,1,1,0,0,4.5,4.5
PM100081,1,1,0,0,4.5,4.5
PM100082,1,1,0,0,4.5,4.5
PM100083,1,1,0,0,4.5,4.5
PM100086,1,1,0,0,4.5,4.5
PM100098,1,1,0,0,4.5,4.5
PM100099,1,1,0,0,4.5,4.5
PM100100,1,1,0,0,4.5,4.5
PM100102,1,1,0,0,4.5,4.5
PM100103,1,1,0,0,4.5,4.5
PM100104,1,1,0,0,1.0,0.5
PM100105,1,1,0,0,0.5,0.5
PM100106,1,0,1,0,0.5,0.5
PM100107,1,1,0,0,0.5,0.5
PM100108,1,0,1,0,0.5,0.5
PM100109,1,1,0,0,0.5,0.5
PM100110,1,0,1,0,0.5,0.5
PM100111,1,0,1,0,0.5,0.5
PM100112,1,0,1,0,0.5,0.5
PM100113,1,1,0,0,0.5,0.5
PM100114,1,1,0,0,0.5,0.5
PM100115,1,0,1,0,0.5,0.5
PM100116,1,1,0,0,0.5,0.5
PM100117,1,1,0,0,0.5,0.5
PM100118,1,1,0,0,0.5,0.5
PM100119,1,0,1,0,0.5,0.5
PM100120,1,1,0,0,0.5,0.5
PM100121,1,1,0,0,0.5,0.5
PM100122,1,1,0,0,0.5,0.5
PM100123,1,0,1,0,0.5,0.5
PM100124,1,1,0,0,0.5,0.5
PM100125,1,1,0,0,0.5,0.5
PM100126,1,1,0,0,0.5,0.5
PM100127,1,1,0,0,0.5,0.5
PM100128,1,1,0,0,0.5,0.5
PM100129,1,1,0,0,0.5,0.5
PM100130,1,1,0,0,0.5,0.5
PM100131,1,1,0,0,0.5,0.5
PM100132,1,1,0,0,0.5,0.5
PM100133,1,0,1,0,0.5,0.5
PM100134,1,0,1,0,0.5,0.5
PM100135,1,1,0,0,0.5,0.5
PM100136,1,1,0,0,0.5,0.5
PM100137,1,1,0,0,0.5,0.5
PM100138,1,1,0,0,0.5,0.5
PM100139,1,1,0,0,0.5,0.5
PM100140,1,1,0,0,0.5,0.5
PM100141,1,1,0,0,0.5,0.5
PM100142,1,1,0,0,0.5,0.5
PM100143,1,0,1,0,0.5,0.5
PM100144,1,0,1,0,0.5,0.5
PM100145,1,1,0,0,0.5,0.5
PM100146,1,1,0,0,0.5,0.5
PM100148,1,0,1,0,4.5,12.5
PM100154,4,0,4,0,11.0,0.12499999999999999
PM100155,2,2,0,0,1.875,1.75
PM100156,2,2,0,0,1.375,1.5
PM100157,2,2,0,0,1.875,2.0
PM100158,2,1,1,0,1.875,4.0
PM100160,2,2,0,0,1.875,3.375
PM100161,2,2,0,0,1.375,1.375
PM100162,2,2,0,0,1.875,2.375
PM100163,2,1,1,0,1.875,3.0
PM100164,2,2,0,0,1.875,2.875
PM100165,2,2,0,0,1.375,1.375
PM100166,2,2,0,0,1.375,1.875
PM100167,2,2,0,0,1.875,2.375
PM100169,2,2,0,0,1.375,1.375
PM100170,2,2,0,0,1.875,1.875
PM100171,2,2,0,0,1.5,1.5
PM100172,2,2,0,0,1.875,3.875
PM100173,4,3,1,0,0.5,0.625
PM100174,12,11,1,0,0.5,0.5
PM100175,12,11,1,0,0.5,0.5
PM100176,4,4,0,0,0.5,0.4375
PM100177,4,3,1,0,0.5,0.5
PM100178,4,4,0,0,0.5,0.5
PM100179,4,4,0,0,0.5,0.5
PM100180,4,4,0,0,0.5,0.5
PM100200,4,4,0,0,2.0,2.0
PM100201,4,4,0,0,2.0,2.0
PM100208,1,1,0,0,0.5,0.5
PM100209,1,1,0,0,0.5,1.0
PM100210,1,1,0,0,0.5,0.5
PM100211,1,1,0,0,0.5,0.5
PM100212,1,1,0,0,0.5,0.5
PM100213,1,1,0,0,0.5,0.5
PM100214,1,1,0,0,0.5,0.5
PM100215,1,1,0,0,0.5,0.5
PM100216,1,1,0,0,0.5,0.5
PM100217,1,1,0,0,0.5,0.5
PM100218,1,1,0,0,0.5,0.5
PM100219,1,1,0,0,0.5,0.5
PM100220,1,1,0,0,0.5,0.5
PM100221,1,1,0,0,0.5,0.5
PM100222,1,1,0,0,0.5,0.5
PM100223,1,1,0,0,0.5,0.5
PM100224,1,1,0,0,0.5,0.5
PM100225,1,1,0,0,0.5,1.0
PM100226,1,1,0,0,0.5,0.5
PM100227,1,1,0,0,0.5,0.5
PM100228,1,1,0,0,0.5,0.5
PM100229,1,1,0,0,0.5,0.5
PM100230,1,1,0,0,0.5,0.5
PM100231,1,1,0,0,0.5,0.5
PM100232,1,1,0,0,0.5,0.5
PM100233,1,1,0,0,0.5,0.5
PM100234,1,1,0,0,0.5,0.5
PM100235,1,1,0,0,0.5,0.5
PM100236,1,1,0,0,0.5,0.5
PM100237,1,1,0,0,0.5,0.5
PM100238,1,1,0,0,0.5,0.5
PM100239,1,1,0,0,0.5,0.5
PM100240,1,1,0,0,0.5,0.5
PM100241,1,1,0,0,0.5,0.5
PM100242,1,1,0,0,0.5,0.5
PM100243,1,1,0,0,0.5,1.0
PM100244,1,1,0,0,0.5,1.0
PM100245,1,1,0,0,0.5,0.5
PM100246,1,1,0,0,0.5,0.5
PM100247,1,1,0,0,0.5,0.5
PM100248,1,1,0,0,0.5,0.5
PM100249,1,1,0,0,0.5,0.5
PM100250,1,1,0,0,0.5,0.5
PM100251,1,1,0,0,0.5,0.5
PM100252,1,1,0,0,0.5,0.5
PM100253,1,1,0,0,0.5,0.5
PM100254,1,1,0,0,0.5,0.5
PM100255,1,1,0,0,0.5,0.5
PM100256,1,1,0,0,0.5,0.5
PM100257,1,1,0,0,0.5,0.5
PM100258,1,1,0,0,0.5,0.5
PM100259,1,1,0,0,0.5,0.5
PM100260,1,1,0,0,0.5,0.5
PM100261,1,1,0,0,0.5,0.5
PM100262,1,1,0,0,0.5,0.5
PM100263,1,1,0,0,0.5,0.5
PM100264,1,1,0,0,0.5,0.5
PM100265,1,1,0,0,0.5,0.5
PM100266,1,1,0,0,0.5,0.5
PM100267,1,1,0,0,0.5,0.5
PM100268,1,1,0,0,0.5,0.5
PM100269,1,1,0,0,0.5,0.5
PM100270,1,1,0,0,0.5,0.5
PM100271,1,1,0,0,0.5,0.5
PM100272,1,1,0,0,0.5,0.5
PM100273,1,1,0,0,0.5,0.5
PM100274,1,1,0,0,0.5,0.5
PM100275,1,1,0,0,0.5,0.5
PM100276,1,1,0,0,0.5,0.5
PM100277,1,1,0,0,0.5,0.5
PM100278,1,1,0,0,0.5,0.5
PM100279,1,1,0,0,0.5,0.5
PM100280,1,1,0,0,0.5,0.5
PM100281,1,1,0,0,0.5,0.5
PM100282,1,1,0,0,0.5,0.5
PM100283,1,1,0,0,0.5,0.5
PM100284,1,1,0,0,0.5,0.5
PM100285,1,1,0,0,0.5,0.5
PM100286,1,1,0,0,0.5,0.5
PM100288,1,1,0,0,0.5,0.5
PM100289,1,1,0,0,0.5,0.5
PM100290,1,1,0,0,0.5,0.5
PM100291,1,1,0,0,0.5,0.5
PM100292,1,1,0,0,0.5,0.5
PM100293,1,1,0,0,0.5,0.5
PM100294,1,1,0,0,0.5,0.5
PM100295,1,1,0,0,0.5,0.5
PM100296,1,1,0,0,0.5,0.5
PM100297,1,1,0,0,0.5,0.5
PM100298,1,1,0,0,0.5,0.5
PM100299,1,1,0,0,0.5,0.5
PM100300,1,1,0,0,0.5,0.5
PM100301,1,1,0,0,0.5,0.5
PM100302,1,1,0,0,0.5,0.5
PM100309,12,12,0,0,0.16666666666666666,0.19166666666666665
PM100310,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100311,12,12,0,0,0.16666666666666666,0.24722222222222215
PM100312,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100313,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100314,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100315,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100316,12,12,0,0,0.16666666666666666,0.17361111111111113
PM100317,12,12,0,0,0.16666666666666666,0.18055555555555555
PM100318,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100319,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100320,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100321,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100322,12,12,0,0,0.16666666666666666,0.17777777777777778
PM100323,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100324,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100325,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100326,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100328,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100329,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100330,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100331,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100332,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100333,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100334,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100335,12,12,0,0,0.16666666666666666,0.1638888888888889
PM100336,4,1,3,0,0.5,0.5
PM100337,4,4,0,0,0.5,0.625
PM100338,4,4,0,0,0.5,0.5
PM100339,4,4,0,0,0.5,0.625
PM100340,4,4,0,0,0.5,0.5
PM100341,4,4,0,0,0.5,0.4375
PM100342,4,3,1,0,0.5,0.5
PM100343,4,4,0,0,0.5,0.4375
PM100344,4,3,1,0,0.5,0.5
PM100345,12,11,1,0,1.0,0.6666666666666666
PM100347,11,6,5,0,10.0,0.2196969696969697
PM100348,50,15,35,0,8.333333333333329,0.21
PM100354,2,2,0,0,0.0,0.16666666666666666
PM100356,1,1,0,0,2.0,2.0
PM100357,1,1,0,0,2.0,4.5
PM100360,1,1,0,0,1.0,1.0
PM100361,4,4,0,0,2.5833333333333335,2.5625000000000004
PM100363,2,2,0,0,0.5,0.5
PM100364,2,2,0,0,0.5,0.5
PM100365,2,2,0,0,0.5,0.5
PM100366,2,2,0,0,0.5,0.625
PM100367,2,2,0,0,0.5,0.75
PM100368,2,2,0,0,0.5,0.75
PM100369,2,2,0,0,0.5,0.5
PM100370,2,2,0,0,0.5,0.5
PM100371,2,2,0,0,0.5,0.5
PM100372,2,2,0,0,0.5,0.5
PM100373,2,2,0,0,0.5,0.5
PM100374,2,2,0,0,0.5,0.5
PM100375,2,2,0,0,0.5,0.5
PM100376,2,2,0,0,0.5,0.5
PM100377,2,2,0,0,0.5,0.5
PM100378,2,2,0,0,0.5,0.5
PM100379,2,2,0,0,0.5,0.5
PM100380,2,2,0,0,0.5,0.5
PM100381,2,2,0,0,0.5,0.5
PM100382,2,2,0,0,0.5,0.5
PM100383,2,2,0,0,0.5,0.5
PM100384,2,2,0,0,0.5,0.5
PM100385,2,2,0,0,0.5,0.5
PM100386,2,2,0,0,0.5,0.5
PM100387,2,2,0,0,0.5,0.5
PM100388,2,2,0,0,0.5,0.5
PM100389,2,2,0,0,0.5,0.5
PM100390,2,2,0,0,0.5,0.5
PM100391,2,2,0,0,0.5,0.5
PM100392,2,2,0,0,0.5,0.5
PM100393,2,2,0,0,0.5,0.5
PM100394,2,2,0,0,0.5,0.5
PM100395,2,2,0,0,0.5,0.5
PM100396,2,2,0,0,0.5,0.5
PM100397,2,2,0,0,0.5,0.5
PM100398,2,2,0,0,0.5,0.5
PM100399,2,2,0,0,0.5,0.5
PM100400,2,2,0,0,0.5,0.5
PM100401,2,2,0,0,0.5,0.5
PM100402,2,2,0,0,0.5,0.5
PM100403,2,2,0,0,0.5,0.5
PM100404,2,2,0,0,0.5,0.5
PM100405,2,2,0,0,0.5,0.5
PM100406,2,2,0,0,0.5,0.5
PM100407,2,2,0,0,0.5,0.5
PM100408,2,2,0,0,0.5,0.5
PM100409,2,2,0,0,0.5,0.5
PM100410,2,2,0,0,0.5,0.5
PM100411,2,2,0,0,0.5,0.5
PM100412,2,2,0,0,0.5,0.5
PM100413,2,2,0,0,0.5,0.5
PM100414,2,2,0,0,0.5,0.5
PM100415,2,2,0,0,0.5,0.5
PM100416,2,2,0,0,0.5,0.5
PM100417,2,2,0,0,0.5,0.5
PM100418,2,2,0,0,0.5,0.5
PM100420,2,2,0,0,0.5,0.5
PM100421,2,2,0,0,0.5,0.625
PM100422,2,2,0,0,0.5,0.5
PM100423,2,2,0,0,0.5,0.5
PM100424,2,2,0,0,0.5,0.5
PM100425,2,2,0,0,0.5,0.5
PM100426,2,2,0,0,0.5,0.5
PM100427,2,2,0,0,0.5,0.5
PM100428,2,2,0,0,0.5,0.5
PM100429,2,2,0,0,0.5,0.5
PM100430,2,2,0,0,0.5,0.75
PM100431,2,2,0,0,0.5,0.5
PM100432,2,2,0,0,0.5,0.5
PM100433,2,2,0,0,0.5,0.5
PM100434,2,2,0,0,0.5,0.5
PM100435,2,2,0,0,0.5,0.5
PM100436,2,2,0,0,0.5,0.5
PM100437,2,2,0,0,0.5,0.5
PM100438,2,2,0,0,0.5,0.5
PM100439,2,2,0,0,0.5,0.5
PM100440,2,2,0,0,0.5,0.5
PM100441,2,2,0,0,0.5,0.5
PM100442,2,2,0,0,0.5,0.5
PM100443,2,2,0,0,0.5,0.5
PM100444,2,2,0,0,0.5,0.5
PM100445,2,2,0,0,0.5,0.5
PM100446,2,2,0,0,0.5,0.5
PM100447,2,2,0,0,0.5,0.5
PM100448,2,2,0,0,0.5,0.5
PM100449,2,2,0,0,0.5,0.625
PM100450,2,2,0,0,0.5,0.5
PM100451,2,2,0,0,0.5,0.5
PM100452,2,2,0,0,0.5,0.625
PM100453,2,2,0,0,0.5,0.5
PM100454,2,2,0,0,0.5,0.5
PM100455,2,2,0,0,0.5,0.5
PM100456,2,2,0,0,0.5,0.5
PM100457,2,2,0,0,0.5,0.5
PM100458,2,2,0,0,0.5,0.5
PM100459,2,2,0,0,0.5,0.5
PM100460,2,2,0,0,0.5,0.5
PM100553,4,4,0,0,0.375,0.5416666666666666
PM100554,4,4,0,0,0.375,0.4583333333333333
PM100555,4,4,0,0,0.375,0.3958333333333333
PM100556,4,3,1,0,0.375,0.5833333333333334
PM100557,4,3,1,0,0.375,0.5833333333333334
PM100558,4,3,1,0,0.375,0.4583333333333333
PM100559,4,3,1,0,0.375,0.4583333333333333
PM100560,4,3,1,0,0.375,0.4583333333333333
PM100561,4,3,1,0,0.375,0.4583333333333333
PM100562,4,4,0,0,0.375,0.375
PM100563,4,4,0,0,0.375,0.375
PM100564,4,3,1,0,0.375,0.4583333333333333
PM100565,4,3,1,0,0.375,0.5
PM100566,4,4,0,0,0.375,0.5416666666666666
PM100567,4,2,2,0,0.375,0.5
PM100568,4,4,0,0,0.375,0.5416666666666666
PM100569,4,3,1,0,0.375,0.4583333333333333
PM100570,1,1,0,0,0.5,0.5
PM100571,1,1,0,0,0.5,0.5
PM100572,1,1,0,0,0.5,0.5
PM100573,1,1,0,0,0.5,0.5
PM100574,1,1,0,0,0.5,0.5
PM100575,1,1,0,0,0.5,0.5
PM100576,1,1,0,0,0.5,0.5
PM100577,1,1,0,0,0.5,0.5
PM100578,1,0,1,0,0.5,0.5
PM100579,1,1,0,0,0.5,0.5
PM100580,1,1,0,0,0.5,0.5
PM100581,1,1,0,0,0.5,0.5
PM100582,1,1,0,0,0.5,0.5
PM100583,1,1,0,0,0.5,0.5
PM100584,1,0,1,0,0.5,0.15
PM100585,1,1,0,0,0.5,0.5
PM100586,1,1,0,0,0.5,0.5
PM100587,1,1,0,0,0.5,0.5
PM100588,1,1,0,0,0.5,0.5
PM100589,1,0,1,0,0.5,0.5
PM100590,1,1,0,0,0.5,0.5
PM100591,1,1,0,0,0.5,1.0
PM100592,1,1,0,0,0.5,0.5
PM100593,1,1,0,0,0.5,0.5
PM100594,1,0,1,0,0.5,0.5
PM100595,1,1,0,0,0.5,0.75
PM100596,1,1,0,0,0.5,0.5
PM100597,1,0,1,0,0.5,0.5
PM100598,1,1,0,0,0.5,0.5
PM100599,1,1,0,0,0.5,0.5
PM100600,1,1,0,0,0.5,0.5
PM100601,1,1,0,0,0.5,0.5
PM100602,1,1,0,0,0.5,0.5
PM100603,1,1,0,0,0.5,0.5
PM100604,1,1,0,0,0.5,0.5
PM100605,1,1,0,0,0.5,0.5
PM100606,1,0,1,0,0.5,0.5
PM100607,1,0,1,0,0.5,0.5
PM100608,1,1,0,0,0.5,0.5
PM100609,1,1,0,0,0.5,0.5
PM100610,1,1,0,0,0.5,0.5
PM100611,1,1,0,0,0.5,0.5
PM100612,1,1,0,0,0.5,0.5
PM100613,1,1,0,0,0.5,0.5
PM100614,1,1,0,0,4.0,4.0
PM100615,1,1,0,0,4.0,6.0
PM100616,1,1,0,0,4.0,6.0
PM100627,1,1,0,0,4.0,4.0
PM100628,1,1,0,0,4.0,4.0
PM100629,1,1,0,0,4.0,4.0
PM100632,1,1,0,0,4.0,4.0
PM100635,1,1,0,0,4.0,4.0
PM100636,1,1,0,0,4.0,4.0
PM100638,1,1,0,0,4.0,4.0
PM100639,1,1,0,0,4.0,4.0
PM100640,1,1,0,0,4.0,4.0
PM100641,1,1,0,0,4.0,4.0
PM100642,1,1,0,0,4.0,4.0
PM100643,1,1,0,0,4.0,4.0
PM100644,1,1,0,0,4.0,4.0
PM100645,1,1,0,0,4.0,4.0
PM100646,1,1,0,0,4.0,4.0
PM100647,1,1,0,0,4.0,4.0
PM100648,1,1,0,0,4.0,4.0
PM100649,1,1,0,0,4.0,4.0
PM100650,1,1,0,0,4.0,4.0
PM100651,1,1,0,0,4.0,4.0
PM100652,1,1,0,0,4.0,4.0
PM100653,1,1,0,0,4.0,4.0
PM100654,1,1,0,0,4.0,4.0
PM100655,1,1,0,0,4.0,4.0
PM100656,6,5,1,0,0.5,0.5833333333333334
PM100657,6,4,2,0,0.5,0.4583333333333333
PM100677,12,11,1,0,0.5,0.5
PM100678,12,11,1,0,0.25,0.3958333333333333
PM100679,2,2,0,0,1.0,1.0
PM100680,2,2,0,0,1.0,1.0
PM100681,2,2,0,0,1.0,0.875
PM100682,2,2,0,0,1.0,1.0
PM100683,2,2,0,0,1.0,1.0833333333333335
PM100684,2,2,0,0,1.0,1.0833333333333335
PM100685,2,2,0,0,1.0,1.0
PM100686,2,2,0,0,1.0,1.0
PM100687,2,2,0,0,1.0,1.0833333333333335
PM100688,2,2,0,0,1.0,1.0833333333333335
PM100689,2,2,0,0,1.0,1.0833333333333335
PM100690,2,2,0,0,1.0,1.5
PM100691,2,2,0,0,1.0,1.5
PM100692,2,2,0,0,1.0,1.0
PM100693,2,2,0,0,2.0,2.0
PM100694,2,2,0,0,2.0,2.0
PM100695,2,2,0,0,2.0,2.0
PM100696,2,2,0,0,2.0,2.0
PM100697,2,2,0,0,2.0,1.375
PM100698,2,2,0,0,2.0,1.75
PM100699,2,2,0,0,2.0,2.0
PM100700,4,4,0,0,0.5,0.5
PM100701,4,3,1,0,0.5,0.5
PM100702,4,3,1,0,0.5,0.5
PM100703,4,2,2,0,0.5,0.5
PM100704,4,3,1,0,0.5,0.5
PM100705,4,2,2,0,0.5,0.5
PM100706,4,4,0,0,0.5,0.33333333333333337
PM100707,4,3,1,0,0.5,0.5
PM100708,4,4,0,0,0.5,0.5
PM100709,50,48,2,0,5.0,2.1656666666666666
PM100710,50,50,0,0,5.0,2.4210000000000003
PM100713,50,45,5,0,5.0,1.9549999999999996
PM100714,50,45,5,0,5.0,2.717
PM100715,50,42,8,0,5.0,2.131666666666666
PM100716,50,50,0,0,5.0,2.5660000000000003
PM100717,4,4,0,0,0.5,1.0
PM100718,4,4,0,0,0.5,0.625
PM100719,4,4,0,0,0.5,0.5625
PM100720,12,10,2,0,1.0,1.0
PM100721,12,11,1,0,1.0,0.9583333333333334
PM100723,12,11,1,0,1.0,0.9166666666666666
PM100724,12,12,0,0,1.0,1.0
PM100725,12,12,0,0,1.0,0.9583333333333334
PM100727,12,12,0,0,1.0,1.0
PM100728,12,11,1,0,1.0,0.9583333333333334
PM100729,12,11,1,0,1.0,1.0
PM100730,12,9,3,0,1.0,1.0
PM100731,12,12,0,0,1.0,1.0
PM100735,12,10,2,0,1.0,1.0
PM100736,12,11,1,0,1.0,0.9583333333333334
PM100738,12,11,1,0,1.0,1.0
PM100739,12,12,0,0,1.0,1.0
PM100740,12,12,0,0,1.0,1.0
PM100741,12,11,1,0,1.0,1.0
PM100742,12,11,1,0,1.0,0.9166666666666666
PM100743,12,11,1,0,1.0,1.0
PM100744,12,11,1,0,1.0,1.0
PM100745,12,9,3,0,1.0,1.0833333333333333
PM100746,12,12,0,0,1.0,1.0
PM100747,12,12,0,0,1.0,1.0
PM100748,12,11,1,0,1.0,0.9583333333333334
PM100749,12,11,1,0,1.0,1.0
PM100751,12,12,0,0,1.0,1.0
PM100752,1,1,0,0,1.0,1.0
PM100753,1,1,0,0,2.0,2.0
PM100756,12,8,4,0,1.0,1.0
PM100757,12,11,1,0,1.0,1.0
PM100758,1,1,0,0,0.75,0.75
PM100759,51,26,25,0,0.5,0.4970588235294117
PM100761,4,4,0,0,1.0,1.0
PM100768,4,4,0,0,1.0,1.0
PM100770,4,4,0,0,1.0,1.0
PM100780,4,4,0,0,1.5,3.625
PM100781,4,3,1,0,1.5,4.625
PM100782,4,3,1,0,1.5,5.875
PM100785,4,3,1,0,0.625,0.625
PM100786,4,4,0,0,0.625,0.625
PM100787,4,2,2,0,0.625,0.5
PM100788,4,3,1,0,0.625,0.5
PM100789,4,3,1,0,0.625,0.625
PM100790,4,4,0,0,0.625,0.625
PM100791,4,4,0,0,0.625,0.625
PM100792,4,3,1,0,0.625,0.5
PM100795,4,3,1,0,0.625,0.5
PM100796,4,3,1,0,0.625,0.5
PM100797,4,3,1,0,0.625,0.625
PM100798,4,4,0,0,0.625,0.875
PM100799,4,3,1,0,0.625,0.625
PM100800,4,2,2,0,0.625,0.5
PM100801,4,2,2,0,0.625,0.625
PM100803,4,3,1,0,0.625,0.5
PM100804,1,0,1,0,1.5,3.0
PM100805,1,0,1,0,1.5,3.0
PM100806,1,1,0,0,1.5,1.5
PM100807,1,1,0,0,1.5,1.5
PM100808,1,1,0,0,1.5,1.6
PM100809,1,0,1,0,1.5,1.6
PM100810,1,1,0,0,1.5,1.0
PM100811,1,1,0,0,1.5,1.5
PM100812,1,1,0,0,1.5,1.5
PM100813,1,1,0,0,1.5,1.5
PM100814,1,1,0,0,1.5,3.0
PM100815,1,1,0,0,1.5,1.5
PM100816,1,1,0,0,1.5,1.5
PM100817,1,1,0,0,1.5,1.5
PM100818,1,1,0,0,1.5,1.5
PM100819,1,1,0,0,1.5,1.5
PM100820,1,0,1,0,1.5,1.5
PM100821,1,1,0,0,1.5,1.0
PM100822,1,1,0,0,1.5,0.75
PM100823,1,1,0,0,1.5,1.5
PM100824,1,0,1,0,1.5,3.0
PM100825,1,1,0,0,1.5,1.5
PM100826,1,1,0,0,1.5,1.5
PM100827,1,1,0,0,1.5,1.5
PM100828,1,1,0,0,1.5,1.5
PM100829,1,1,0,0,1.5,1.5
PM100830,1,1,0,0,1.5,1.5
PM100831,1,1,0,0,1.5,1.5
PM100832,1,1,0,0,1.5,1.5
PM100833,1,1,0,0,1.5,0.75
PM100834,1,1,0,0,1.5,0.5
PM100835,1,1,0,0,1.5,1.5
PM100836,1,1,0,0,1.5,1.5
PM100837,1,1,0,0,1.5,1.5
PM100838,1,1,0,0,1.5,1.5
PM100839,1,1,0,0,1.5,1.5
PM100840,1,1,0,0,1.5,1.5
PM100841,1,1,0,0,1.5,1.5
PM100842,1,1,0,0,1.5,3.0
PM100843,1,1,0,0,1.5,1.5
PM100844,1,1,0,0,1.5,1.5
PM100845,1,1,0,0,1.5,0.5
PM100846,1,1,0,0,1.5,1.5
PM100847,1,0,1,0,1.5,3.0
PM100848,1,0,1,0,1.0,0.5
PM100849,1,0,1,0,1.0,0.5
PM100850,1,1,0,0,1.0,1.0
PM100851,1,1,0,0,1.0,1.0
PM100852,1,1,0,0,1.0,0.5
PM100853,1,1,0,0,1.0,0.5
PM100854,1,0,1,0,0.5,0.5
PM100855,1,0,1,0,0.5,0.5
PM100856,1,1,0,0,0.5,0.5
PM100857,1,1,0,0,0.5,0.5
PM100858,1,1,0,0,0.5,0.5
PM100859,1,1,0,0,0.5,0.5
PM100866,4,4,0,0,2.5,5.375
PM100867,12,12,0,0,0.75,0.75
PM100868,2,2,0,0,0.5,0.5
PM100869,2,2,0,0,0.5,0.5
PM100870,2,2,0,0,0.5,0.5
PM100871,2,1,1,0,0.5,0.5
PM100872,2,1,1,0,0.5,0.5
PM100873,2,2,0,0,0.5,0.5
PM100874,2,2,0,0,0.5,0.5
PM100875,2,2,0,0,0.5,0.5
PM100876,2,1,1,0,0.5,0.5
PM100877,2,1,1,0,0.5,0.5
PM100878,2,1,1,0,0.5,0.5
PM100879,2,1,1,0,0.5,0.5
PM100880,1,1,0,0,8.0,8.0
PM100881,1,1,0,0,8.0,10.0
PM100883,1,1,0,0,8.0,8.0
PM100884,2,2,0,0,8.0,8.0
PM100885,1,1,0,0,8.0,8.0
PM100886,1,1,0,0,8.0,8.0
PM100888,2,2,0,0,2.0,2.0
PM100889,2,2,0,0,2.0,2.0
PM100890,2,2,0,0,2.0,2.0
PM100891,2,2,0,0,2.0,2.0
PM100892,2,2,0,0,2.0,2.0
PM100893,2,2,0,0,2.0,1.5
PM100894,2,2,0,0,2.0,2.0
PM100895,2,2,0,0,2.0,2.0
PM100896,2,2,0,0,2.0,2.0
PM100898,2,2,0,0,2.0,1.375
PM100899,2,2,0,0,2.0,1.5
PM100900,2,2,0,0,2.0,3.0
PM100901,2,2,0,0,2.0,2.0
PM100902,2,2,0,0,2.0,3.5
PM100903,2,2,0,0,2.0,3.0
PM100904,2,2,0,0,2.0,3.125
PM100905,2,2,0,0,2.0,2.0
PM100906,2,2,0,0,2.0,2.0
PM100907,2,2,0,0,2.0,2.0
PM100908,2,2,0,0,2.0,2.0
PM100909,2,2,0,0,2.0,2.375
PM100910,2,2,0,0,2.0,2.0
PM100911,2,2,0,0,2.0,2.0
PM100912,2,2,0,0,2.0,2.0
PM100913,2,2,0,0,2.0,2.0
PM100914,2,2,0,0,2.0,2.0
PM100915,2,2,0,0,2.0,2.0
PM100916,2,2,0,0,2.0,2.0
PM100917,2,2,0,0,2.0,2.0
PM100919,2,2,0,0,1.375,1.375
PM100920,2,2,0,0,1.375,1.375
PM100921,2,2,0,0,1.375,0.75
PM100922,2,2,0,0,1.375,1.0
PM100923,2,2,0,0,1.375,1.0
PM100924,2,2,0,0,1.375,1.375
PM100925,2,2,0,0,1.375,1.375
PM100926,2,2,0,0,1.375,1.375
PM100927,2,2,0,0,1.375,1.375
PM100928,2,2,0,0,1.375,1.375
PM100929,2,2,0,0,1.375,1.375
PM100930,2,2,0,0,1.375,1.375
PM100931,2,2,0,0,1.375,1.375
PM100932,2,2,0,0,1.375,1.375
PM100933,2,2,0,0,1.375,1.875
PM100934,2,2,0,0,1.375,1.375
PM100935,2,2,0,0,1.375,1.375
PM100936,2,2,0,0,1.375,1.375
PM100937,2,2,0,0,1.375,1.375
PM100938,2,2,0,0,1.375,1.625
